Nrate,Variety,MAT,MAP,SOC,TN,Irrigation,Deep,Dressing,Manure,Tillage,Straw,EFFs,Cultivation,wheat_type,Yield,N_surplus
168,2,12.82 ,630.00 ,13.81 ,1.20 ,2,1,2,0,1,1,1,1,2,7.87 ,-26.22 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,7.93 ,-15.16 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,7.56 ,-4.69 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,6.99 ,11.58 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,6.81 ,16.82 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,7.93 ,-15.16 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,7.56 ,-4.69 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,6.99 ,11.58 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,1,2,2,0,1,1,1,1,2,6.81 ,16.82 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,8.84 ,-41.13 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,8.22 ,-23.42 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,8.83 ,-40.93 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,7.74 ,-9.69 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,8.37 ,-27.76 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,8.31 ,-25.99 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,8.62 ,-34.92 
180,2,13.14 ,494.00 ,8.35 ,0.94 ,2,2,2,0,1,1,1,1,2,7.37 ,0.78 
120,2,15.77 ,912.20 ,7.83 ,1.18 ,1,1,2,0,1,1,1,1,2,4.60 ,25.19 
195,2,15.77 ,912.20 ,7.83 ,1.18 ,1,1,2,0,1,1,1,1,2,5.22 ,82.43 
270,2,15.77 ,912.20 ,7.83 ,1.18 ,1,1,2,0,1,1,1,1,2,5.18 ,158.60 
120,2,15.77 ,912.20 ,7.83 ,1.18 ,2,1,2,0,1,1,1,1,2,5.05 ,12.44 
195,2,15.77 ,912.20 ,7.83 ,1.18 ,2,1,2,0,1,1,1,1,2,5.81 ,65.47 
270,2,15.77 ,912.20 ,7.83 ,1.18 ,2,1,2,0,1,1,1,1,2,5.88 ,138.67 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,2,1,2,0,1,1,1,1,2,6.54 ,30.36 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,2,1,2,0,1,1,1,1,2,5.95 ,47.10 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,2,1,2,0,1,1,1,1,2,5.87 ,49.41 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,2,1,2,0,1,1,1,1,2,6.18 ,40.75 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,1,1,2,0,1,1,1,1,2,5.63 ,56.36 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,1,1,2,0,1,1,1,1,2,5.63 ,56.36 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,1,1,2,0,1,1,1,1,2,5.63 ,56.36 
180,2,14.76 ,580.00 ,4.99 ,0.55 ,1,1,2,0,1,1,1,1,2,5.63 ,56.36 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,2.11 ,165.97 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,2.11 ,165.97 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,2.11 ,165.97 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,2.11 ,165.97 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,2.11 ,165.97 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,3.57 ,124.30 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,2.70 ,149.14 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,4.00 ,111.85 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,4.30 ,103.46 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,4.01 ,111.70 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,6.95 ,27.55 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,6.95 ,27.55 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,6.95 ,27.55 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,6.95 ,27.55 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,1,1,2,0,1,1,1,1,2,6.95 ,27.55 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,7.29 ,17.97 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,7.68 ,6.86 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,1,2,0,1,1,1,1,2,7.60 ,8.99 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,2,2,0,1,1,1,1,2,8.24 ,-9.22 
189,2,11.30 ,568.50 ,8.32 ,0.92 ,2,2,2,0,1,1,1,1,2,8.11 ,-5.65 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,2,1,1,0,1,1,1,1,1,2.37 ,114.94 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,2,1,1,0,1,1,1,1,1,2.27 ,117.73 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,2,1,1,0,1,1,1,1,1,2.10 ,122.36 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,2,1,1,0,1,1,1,1,1,2.03 ,124.16 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,2,1,1,0,1,1,1,1,1,1.93 ,126.67 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,2,1,1,0,1,1,1,1,1,1.80 ,130.14 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,1,1,1,0,1,1,1,1,1,1.33 ,142.63 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,1,1,1,0,1,1,1,1,1,1.33 ,142.63 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,1,1,1,0,1,1,1,1,1,1.33 ,142.63 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,1,1,1,0,1,1,1,1,1,1.33 ,142.63 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,1,1,1,0,1,1,1,1,1,1.33 ,142.63 
150,2,6.20 ,360.00 ,7.64 ,0.79 ,1,1,1,0,1,1,1,1,1,1.33 ,142.63 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,1,1,2,0,1,2,1,1,2,7.93 ,-51.11 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.47 ,-66.64 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.64 ,-71.53 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.71 ,-73.59 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.59 ,-70.07 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.63 ,-71.10 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.79 ,-75.82 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.80 ,-76.21 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.81 ,-76.38 
144,2,13.14 ,562.00 ,5.10 ,0.95 ,2,2,2,0,1,2,1,1,2,8.88 ,-78.27 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,1,2,2,0,1,2,1,1,2,8.27 ,-10.02 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,1,2,2,0,1,2,1,1,2,8.27 ,-10.02 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,1,2,2,0,1,2,1,1,2,8.27 ,-10.02 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,1,2,2,0,1,2,1,1,2,8.27 ,-10.02 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,2,2,2,0,1,2,1,1,2,8.66 ,-21.42 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,2,2,2,0,1,2,1,1,2,9.13 ,-34.63 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,2,2,2,0,1,2,1,1,2,9.04 ,-32.09 
189,2,11.30 ,568.50 ,8.42 ,1.16 ,2,2,2,0,1,2,1,1,2,9.79 ,-53.75 
121.47,2,13.14 ,562.00 ,5.49 ,0.82 ,1,1,2,0,1,2,1,1,2,6.66 ,-37.39 
121.47,2,13.14 ,562.00 ,5.49 ,0.82 ,1,1,2,0,1,2,1,1,2,6.66 ,-37.39 
121.47,2,13.14 ,562.00 ,5.49 ,0.82 ,1,1,2,0,1,2,1,1,2,6.66 ,-37.39 
121.47,2,13.14 ,562.00 ,5.49 ,0.82 ,2,1,2,0,1,2,1,1,2,7.91 ,-73.25 
121.47,2,13.14 ,562.00 ,5.49 ,0.82 ,2,2,2,0,1,2,1,1,2,8.19 ,-81.06 
121.47,2,13.14 ,562.00 ,5.49 ,0.82 ,2,2,2,0,1,2,1,1,2,8.42 ,-87.80 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,1,1,1,0,1,1,1,1,1,1.08 ,104.25 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.14 ,102.66 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.52 ,92.79 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.54 ,92.19 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.26 ,99.53 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.54 ,92.19 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.57 ,91.31 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.20 ,101.30 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.59 ,90.72 
105,2,7.38 ,266.00 ,5.80 ,0.70 ,2,1,1,0,1,1,1,1,1,1.86 ,83.62 
151.5,2,13.14 ,562.00 ,5.80 ,0.70 ,1,1,2,0,1,1,1,1,2,5.50 ,25.84 
151.5,2,13.14 ,562.00 ,5.80 ,0.70 ,1,1,2,0,1,1,1,1,2,5.50 ,25.84 
151.5,2,13.14 ,562.00 ,5.80 ,0.70 ,1,1,2,0,1,1,1,1,2,5.50 ,25.84 
151.5,2,13.14 ,562.00 ,5.80 ,0.70 ,2,1,2,0,1,1,1,1,2,6.77 ,-10.54 
151.5,2,13.14 ,562.00 ,5.80 ,0.70 ,2,1,2,0,1,1,1,1,2,7.56 ,-33.01 
151.5,2,13.14 ,562.00 ,5.80 ,0.70 ,2,1,2,0,1,1,1,1,2,7.95 ,-44.25 
62,1,7.78 ,286.00 ,6.26 ,0.89 ,1,1,1,0,1,1,1,1,1,1.02 ,63.02 
62,1,7.78 ,286.00 ,6.26 ,0.89 ,1,1,1,0,1,1,1,1,1,1.02 ,63.02 
62,1,7.78 ,286.00 ,6.26 ,0.89 ,1,1,1,0,1,1,1,1,1,1.02 ,63.02 
62,1,7.78 ,286.00 ,6.26 ,0.89 ,2,1,1,0,1,1,1,1,1,1.39 ,53.16 
62,1,7.78 ,286.00 ,6.26 ,0.89 ,2,1,1,0,1,1,1,1,1,1.34 ,54.39 
62,1,7.78 ,286.00 ,6.26 ,0.89 ,2,1,1,0,1,1,1,1,1,1.17 ,59.01 
105,2,14.76 ,580.00 ,5.22 ,1.10 ,2,2,2,0,1,1,1,1,2,8.39 ,-97.70 
105,2,14.76 ,580.00 ,5.22 ,1.10 ,2,1,2,0,1,1,1,1,2,7.32 ,-66.92 
105,2,14.76 ,580.00 ,5.22 ,1.10 ,2,1,2,0,1,1,1,1,2,6.77 ,-51.33 
105,2,14.76 ,580.00 ,5.22 ,1.10 ,1,2,2,0,1,1,1,1,2,8.08 ,-88.62 
105,2,14.76 ,580.00 ,5.22 ,1.10 ,1,1,2,0,1,1,1,1,2,7.27 ,-65.52 
105,2,14.76 ,580.00 ,5.22 ,1.10 ,1,1,2,0,1,1,1,1,2,6.76 ,-51.10 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,2,1,2,0,1,1,1,1,2,5.34 ,109.64 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,2,1,2,0,1,1,1,1,2,6.25 ,83.64 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,2,1,2,0,1,1,1,1,2,4.86 ,123.37 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,2,1,2,0,1,1,1,1,2,4.59 ,131.09 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,1,1,2,0,1,1,1,1,2,4.37 ,137.35 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,1,1,2,0,1,1,1,1,2,4.37 ,137.35 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,1,1,2,0,1,1,1,1,2,4.37 ,137.35 
225,1,14.21 ,576.50 ,15.86 ,1.59 ,1,1,2,0,1,1,1,1,2,4.37 ,137.35 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,1,1,2,0,1,1,1,1,2,5.46 ,38.86 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,1,1,2,0,1,1,1,1,2,5.46 ,38.86 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,1,1,2,0,1,1,1,1,2,5.46 ,38.86 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,1,1,2,0,1,1,1,1,2,5.46 ,38.86 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,2,1,2,0,1,1,1,1,2,6.39 ,12.20 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,2,1,2,0,1,1,1,1,2,6.73 ,2.51 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,2,1,2,0,1,1,1,1,2,7.37 ,-15.65 
163.5,1,13.14 ,562.00 ,7.77 ,1.16 ,2,1,2,0,1,1,1,1,2,6.86 ,-1.07 
305.25,1,13.14 ,562.00 ,5.51 ,0.82 ,1,1,2,0,1,1,1,1,2,6.54 ,149.69 
305.25,1,13.14 ,562.00 ,5.51 ,0.82 ,1,1,2,0,1,1,1,1,2,6.54 ,149.69 
305.25,1,13.14 ,562.00 ,5.51 ,0.82 ,1,1,2,0,1,1,1,1,2,6.54 ,149.69 
236.25,1,13.14 ,562.00 ,5.51 ,0.82 ,2,1,2,0,1,1,1,1,2,7.01 ,67.31 
236.25,1,13.14 ,562.00 ,5.51 ,0.82 ,2,2,2,0,1,1,1,1,2,8.16 ,34.58 
236.25,1,13.14 ,562.00 ,5.51 ,0.82 ,2,1,2,0,1,1,1,1,2,7.97 ,39.81 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,6.81 ,22.64 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.16 ,72.56 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.34 ,127.58 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.63 ,179.05 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,6.81 ,22.64 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.16 ,72.56 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.34 ,127.58 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.63 ,179.05 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,6.81 ,22.64 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.16 ,72.56 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.34 ,127.58 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.63 ,179.05 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,6.81 ,22.64 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.16 ,72.56 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.34 ,127.58 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,1,1,2,0,1,2,1,1,2,7.63 ,179.05 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.12 ,13.81 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.83 ,53.43 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.87 ,112.27 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.16 ,192.52 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,6.93 ,19.30 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.29 ,68.83 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.27 ,129.39 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.16 ,192.52 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.25 ,10.16 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,2,2,2,0,1,2,1,1,2,8.20 ,42.87 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.79 ,114.67 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.37 ,186.55 
180,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.79 ,-5.33 
240,2,14.51 ,860.00 ,8.05 ,1.09 ,2,2,2,0,1,2,1,1,2,8.34 ,38.97 
300,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,7.03 ,136.21 
360,2,14.51 ,860.00 ,8.05 ,1.09 ,2,1,2,0,1,2,1,1,2,6.87 ,200.88 
180,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.32 ,-20.60 
240,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.34 ,38.88 
300,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.11 ,105.36 
360,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.00 ,168.54 
180,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.32 ,-20.60 
240,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.34 ,38.88 
300,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.11 ,105.36 
360,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.00 ,168.54 
180,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.32 ,-20.60 
240,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.34 ,38.88 
300,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.11 ,105.36 
360,2,14.84 ,619.00 ,10.03 ,1.15 ,1,2,2,0,1,2,1,1,2,8.00 ,168.54 
180,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.34 ,-21.03 
240,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.28 ,40.56 
300,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.26 ,101.07 
360,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.15 ,164.16 
180,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.63 ,-29.40 
240,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.58 ,32.02 
300,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.37 ,97.98 
360,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.33 ,159.10 
180,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.49 ,-25.32 
240,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.63 ,30.56 
300,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.47 ,95.15 
360,2,14.84 ,619.00 ,10.03 ,1.15 ,2,2,2,0,1,2,1,1,2,8.28 ,160.43 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,6.56 ,83.30 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,6.56 ,83.30 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,6.56 ,83.30 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,6.56 ,83.30 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,8.25 ,34.84 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,8.80 ,19.27 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,9.13 ,9.84 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,9.19 ,7.93 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,8.08 ,39.74 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,8.08 ,39.74 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,8.08 ,39.74 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,1,2,2,0,1,2,1,1,2,8.08 ,39.74 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,9.41 ,1.82 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,9.49 ,-0.60 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,9.73 ,-7.36 
240,2,14.35 ,597.00 ,8.80 ,1.27 ,2,2,2,0,1,2,1,1,2,9.81 ,-9.80 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,1,1,2,0,1,2,1,1,2,5.30 ,119.35 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,1,1,2,0,1,2,1,1,2,5.30 ,119.35 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,1,1,2,0,1,2,1,1,2,5.30 ,119.35 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,1,1,2,0,1,2,1,1,2,5.30 ,119.35 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,2,1,2,0,1,2,1,1,2,6.81 ,76.24 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,2,1,2,0,1,2,1,1,2,7.22 ,64.29 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,2,1,2,0,1,2,1,1,2,7.19 ,65.20 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,2,1,2,0,1,2,1,1,2,7.25 ,63.48 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,1,1,2,0,1,2,1,1,2,6.36 ,88.93 
240,2,13.26 ,698.50 ,8.25 ,0.72 ,1,1,2,0,1,2,1,1,2,6.36 ,88.93 
